MJD,FREQUENCY,NPROFILES,FREQUENCY_ERR,FDOT,FDOT_ERR,AMPLITUDE,AMPSIG
55585.00993382688,0.2742557124962645,252,1.8104096000115533,-1.8486368305092316e-12,0.0,0.1495695561170578,0.0159592404961586

55595.459773133065,0.2675558096675175,242,1.400513838234474,-1.848636832160935e-12,0.0,0.2100270688533783,0.01668785884976387

55610.57733597046,0.2615986976664287,373,1.9515286453497538,-1.848636829843954e-12,0.0,0.12219101935625076,0.013771782629191875

55613.43764774368,0.261356354228565,401,1.2982192743038468,-1.8486368336387894e-12,0.0,0.20973414182662964,0.013107521459460258

55623.90479221743,0.25299059257472384,296,1.7575466415564733,-1.8486368314685018e-12,0.0,0.13206757605075836,0.015141429379582405

55644.77411809732,0.23647109523800988,240,1.7491353787590924,-1.8486368321129534e-12,0.0,0.1426514983177185,0.01891130767762661

55655.22533602303,0.2280280461825785,259,2.6626580051924975,-1.8486368302543178e-12,0.0,0.19361194968223572,0.01699228584766388

55665.667241528936,0.2255735749576809,364,1.648943026566485,-1.8486368293618703e-12,0.0,0.19085276126861572,0.02554464153945446

55673.25076270545,0.21044505918014583,278,1.9410616403092718,-1.8486368299540464e-12,0.0,0.11409801989793777,0.016785362735390663

55699.91717370572,0.20065152222739588,208,2.7682298764375446,-1.848636839365097e-12,0.0,0.12015119194984436,0.01671387255191803

55704.613476095066,0.20129471003747407,252,2.4932992914727947,-1.8486368309248543e-12,0.0,0.1024920865893364,0.015745043754577637

55707.46074979758,0.20266718512459017,247,5.333903345672297,-1.8486368320172246e-12,0.0,0.13992860913276672,0.015966929495334625

55710.4014323047,0.20402244790642146,123,6.052966909919633,-1.8486368285530766e-12,0.0,0.18018107116222382,0.02654562145471573

55715.04087067796,0.2023079733370926,330,2.158850946898383,-1.848636827180169e-12,0.0,0.14179407060146332,0.014527663588523865

55717.898605095324,0.20129930880401145,362,2.1835374752754433,-1.848636825555148e-12,0.0,0.10552866756916046,0.014270665124058723

55738.79439204257,0.1914042917372804,273,2.322128267451262,-1.8486368307865326e-12,0.0,0.13182546198368073,0.014946010895073414

55741.71390627535,0.18833897110046655,221,2.6814595344148984,-1.8486368309780774e-12,0.0,0.13297681510448456,0.01741197519004345

55746.38844386484,0.1846079322424455,239,2.3843188046157593,-1.8486368281282067e-12,0.0,0.1801016628742218,0.017836716026067734

55749.24733168581,0.1845364650656629,248,0.9669157208236356,-1.8486368348457304e-12,0.0,0.33906102180480957,0.017318038269877434

55759.71039341384,0.18331565911917236,284,3.4279227634215204,7.367755483753347e-12,0.0,0.10224776715040207,0.01600075699388981

55762.62517839072,0.18612458011193983,275,1.4226243649773096,7.367755486530673e-12,0.0,0.21203383803367615,0.016877099871635437

55767.273130398426,0.19470215017342937,338,2.4270281073768274,7.367755493180096e-12,0.0,0.14459910988807678,0.017010556533932686

55770.15757723093,0.197114257038078,391,1.2940760996116296,7.36775548673475e-12,0.0,0.2077512890100479,0.01400904543697834

55773.046797986644,0.20390345158196768,383,1.1869961014099317,7.367755484310761e-12,0.0,0.20452944934368134,0.01321739424020052

55777.7212875169,0.2188387339864382,295,1.0796318150596562,7.367755486830803e-12,0.0,0.24212521314620972,0.016108885407447815

55780.60676298632,0.22695802798522974,293,0.881984192346863,7.367755489812044e-12,0.0,0.26878708600997925,0.016076695173978806

55783.49377767428,0.2363027153825701,288,0.7226687159800349,7.367755487012506e-12,0.0,0.3213712275028229,0.015338604338467121

55788.17326507474,0.2496030148965018,254,1.4076724141887098,-1.3395919083066384e-12,0.0,0.24196623265743256,0.01650751568377018

55791.03364467498,0.25506094297261184,238,0.7621579811711854,-1.3395919090692933e-12,0.0,0.32110700011253357,0.01740659587085247

55793.945928788446,0.24724844141216537,250,2.4962849920484587,-1.3395919096506474e-12,0.0,0.12066838145256042,0.01692437008023262

55804.3900039603,0.24018621138278753,248,2.9567249271167384,-1.3395919089604881e-12,0.0,0.12170512229204178,0.016238467767834663

55814.98424190366,0.2332178383354388,271,2.9216280950095097,-1.3395919040690885e-12,0.0,0.112538643181324,0.01680082269012928

55829.978451190276,0.22161562531916143,323,3.183457693012315,-1.3395919040805478e-12,0.0,0.09197055548429489,0.014335082843899727

55832.83577797426,0.22065058697554424,304,1.2086837841707165,-1.3395919060379457e-12,0.0,0.2664419710636139,0.016208132728934288

55840.41141533481,0.21648305966857923,281,3.2405515071332047,-1.3395919048629135e-12,0.0,0.14822456240653992,0.015839504078030586

55843.271370534516,0.2182233596579402,286,2.712499167500937,-1.3395919066915194e-12,0.0,0.0986451730132103,0.01580561138689518

55853.74261707456,0.21202864658585768,210,1.3441025714655552,-1.3395919075259092e-12,0.0,0.20506325364112854,0.018229655921459198

55856.62825259894,0.21148013722861012,252,1.4652026436579035,-1.3395919059643077e-12,0.0,0.16219517588615417,0.01594974845647812

55874.613003912804,0.2003808057168622,318,2.738249236244883,-1.3395919012192523e-12,0.0,0.11685533821582794,0.01580328866839409

55885.06484318033,0.20643240231891644,286,1.917255332273271,-1.339591903006762e-12,0.0,0.16013921797275543,0.016809219494462013

55887.98753915357,0.20415847350579072,254,1.4303692807970947,-1.3395919010633795e-12,0.0,0.1397804319858551,0.01604285091161728

55917.002697658034,0.19465271244158264,217,1.3387881381277111,-7.47118272382844e-22,0.0,0.244495689868927,0.01736568659543991

55919.31931115484,0.2015587820293405,252,0.9613914642159216,-5.098901858847091e-22,0.0,0.2865048348903656,0.016692636534571648

55924.00368595065,0.21071137799173026,251,1.0765034375026516,8.437571177770697e-22,0.0,0.2846343219280243,0.018516579642891884

55926.855346814744,0.21200657564366848,292,1.7118318851316872,2.077675889408994e-22,0.0,0.17401523888111115,0.016208237037062645

55929.77701095395,0.20929382648992778,347,2.1210301781593444,8.0588287597442425e-22,0.0,0.14567141234874725,0.015164942480623722

55934.44073868147,0.21161417082093298,359,3.979631060246902,-1.7351626875296997e-21,0.0,0.08779019117355347,0.0147728081792593

55937.296056392595,0.2091664714353039,313,1.208445752354237,-1.2227635028706407e-22,0.0,0.2156214714050293,0.01512757409363985

